leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lckSUP,Afreeca Freecs,Lehends,Lucian,Irelia,Jayce,Lee Sin,Diana
lckSUP,Afreeca Freecs,Lehends,Lucian,Jayce,Viego,Gwen,Gnar
lckSUP,Afreeca Freecs,Lehends,Viego,Lee Sin,Aphelios,Ashe,Irelia
lckSUP,Afreeca Freecs,Lehends,Viego,Renekton,Lee Sin,Leona,Jayce
lckSUP,Afreeca Freecs,Lehends,Irelia,Lee Sin,Thresh,Gwen,Gnar
lckSUP,Afreeca Freecs,Lehends,Diana,Lucian,Jayce,Irelia,Camille
lckSUP,Afreeca Freecs,Lehends,Diana,Lucian,Jayce,Irelia,Kennen
lckSUP,Afreeca Freecs,Lehends,Lucian,Renekton,Jayce,Kennen,Sylas
lckSUP,Afreeca Freecs,Lehends,Lucian,Renekton,Jayce,Kennen,Sylas
lckSUP,Afreeca Freecs,Lehends,Irelia,Lucian,Jayce,Sylas,Camille
lckSUP,Afreeca Freecs,Lehends,Lucian,Renekton,Trundle,Karma,Kennen
lckSUP,Afreeca Freecs,Lehends,Irelia,Lucian,Trundle,Gangplank,LeBlanc
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Nocturne,Gragas,Gwen
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Nocturne,Gragas,Akali
lckADC,Afreeca Freecs,Leo,Lucian,Nocturne,Akali,Ezreal,Kalista
lckADC,Afreeca Freecs,Leo,Lulu,Nocturne,Lee Sin,Kalista,Kai'Sa
lckADC,Afreeca Freecs,Leo,Lulu,Nocturne,Akali,Thresh,Irelia
lckADC,Afreeca Freecs,Leo,Lucian,Udyr,Renekton,Nocturne,Sylas
lckADC,Afreeca Freecs,Leo,Ezreal,Akali,Lee Sin,Nocturne,Viego
lckADC,Afreeca Freecs,Leo,Sylas,Akali,Lee Sin,Braum,Viego
lckADC,Afreeca Freecs,Leo,Sylas,Akali,Lee Sin,Leona,Viego
lckADC,Afreeca Freecs,Leo,Akali,Lucian,Rumble,Nautilus,Sylas
lckADC,Afreeca Freecs,Leo,Rumble,Lucian,Lee Sin,Olaf,Sylas
lckADC,Afreeca Freecs,Leo,Akali,Sylas,Lee Sin,Azir,Udyr
lckADC,Afreeca Freecs,Leo,Azir,Akali,Nocturne,Gragas,Sett
lckADC,Afreeca Freecs,Leo,Azir,Akali,Nocturne,Gragas,Taric
lckADC,Afreeca Freecs,Leo,Akali,Lucian,Renekton,Azir,LeBlanc
lckADC,Afreeca Freecs,Leo,Akali,Lucian,Leona,Gnar,Nocturne
lckADC,Afreeca Freecs,Leo,Lucian,Akali,Leona,Azir,Orianna
lckADC,Afreeca Freecs,Leo,Lee Sin,Nocturne,Akali,Azir,Lucian
lckADC,Afreeca Freecs,Leo,Ezreal,Akali,Lucian,Leona,Varus
lckADC,Afreeca Freecs,Leo,Ezreal,Lee Sin,Akali,Gwen,Azir
lckADC,Afreeca Freecs,Leo,Thresh,Akali,LeBlanc,Gnar,Leona
lckADC,Afreeca Freecs,Leo,Thresh,Akali,LeBlanc,Gnar,Leona
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Xin Zhao,LeBlanc,Ryze
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Xin Zhao,LeBlanc,Azir
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Akali,Thresh,Braum
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Xin Zhao,Braum,Lee Sin
lckADC,Afreeca Freecs,Leo,Gnar,Lucian,Varus,Thresh,Ornn
lckADC,Afreeca Freecs,Leo,Viego,Irelia,Jayce,Varus,Kalista
lckADC,Afreeca Freecs,Leo,Lucian,Jayce,Irelia,Olaf,Lee Sin
lckADC,Afreeca Freecs,Leo,Viego,Irelia,Diana,Varus,Neeko
lckADC,Afreeca Freecs,Leo,Aphelios,Kalista,Irelia,Gnar,Ornn
lckADC,Afreeca Freecs,Leo,Kalista,Aphelios,Irelia,Ornn,Gwen
lckADC,Afreeca Freecs,Leo,Aphelios,Kalista,Renekton,Braum,Gwen
lckADC,Afreeca Freecs,Leo,Viego,Lucian,Renekton,Ziggs,Rell
lckADC,Afreeca Freecs,Leo,Lucian,Irelia,Jayce,Lee Sin,Diana
lckADC,Afreeca Freecs,Leo,Lucian,Jayce,Viego,Gwen,Gnar
lckADC,Afreeca Freecs,Leo,Viego,Lee Sin,Aphelios,Ashe,Irelia
lckADC,Afreeca Freecs,Leo,Viego,Renekton,Lee Sin,Leona,Jayce
lckADC,Afreeca Freecs,Leo,Irelia,Lee Sin,Thresh,Gwen,Gnar
lckADC,Afreeca Freecs,Leo,Diana,Lucian,Jayce,Irelia,Camille
lckADC,Afreeca Freecs,Leo,Diana,Lucian,Jayce,Irelia,Kennen
lckADC,Afreeca Freecs,Leo,Lucian,Renekton,Jayce,Kennen,Sylas
lckADC,Afreeca Freecs,Leo,Lucian,Renekton,Jayce,Kennen,Sylas
lckADC,Afreeca Freecs,Leo,Irelia,Lucian,Jayce,Sylas,Camille
lckADC,Afreeca Freecs,Leo,Lucian,Renekton,Trundle,Karma,Kennen
lckADC,Afreeca Freecs,Leo,Irelia,Lucian,Trundle,Gangplank,LeBlanc
lecADC,Astralis,Jeskla,Thresh,Xin Zhao,Lulu,Sett,Viego
lecADC,Astralis,Jeskla,Lulu,Ezreal,Gwen,Sett,Lucian
lecADC,Astralis,Jeskla,Lucian,Varus,Kai'Sa,Tristana,Kalista
lecADC,Astralis,Jeskla,Karma,Gwen,Viego,Sett,Renekton
lecADC,Astralis,Jeskla,Gwen,Akali,Karma,Nautilus,Zoe
lecADC,Astralis,Jeskla,Kalista,Thresh,Renekton,Kai'Sa,Ezreal
lecADC,Astralis,Jeskla,Kalista,Varus,Thresh,Viego,Lee Sin
lecADC,Astralis,Jeskla,Varus,Viego,Lee Sin,Braum,Gwen
lecADC,Astralis,Jeskla,Nocturne,Varus,Xin Zhao,Lulu,Rakan
lecADC,Astralis,Jeskla,LeBlanc,Lucian,Nocturne,Braum,Leona
lecADC,Astralis,Jeskla,Gwen,LeBlanc,Twisted Fate,Varus,Aphelios
lecADC,Astralis,Jeskla,Kalista,Thresh,LeBlanc,Ryze,Orianna
lecADC,Astralis,Jeskla,Draven,Kalista,Varus,Ryze,Orianna
lecADC,Astralis,Jeskla,Kalista,LeBlanc,Lucian,Camille,Wukong
lecADC,Astralis,Jeskla,Irelia,Varus,Xin Zhao,Leona,Volibear
lecADC,Astralis,Jeskla,Ziggs,Syndra,Xin Zhao,Gragas,Diana
lecADC,Astralis,Jeskla,LeBlanc,Diana,Syndra,Camille,Jayce
lecADC,Astralis,Jeskla,Irelia,Lulu,Xin Zhao,Ezreal,Tristana
lecMID,Astralis,MagiFelix,Thresh,Xin Zhao,Lulu,Sett,Viego
lecMID,Astralis,MagiFelix,Lulu,Ezreal,Gwen,Sett,Lucian
lecMID,Astralis,MagiFelix,Lucian,Varus,Kai'Sa,Tristana,Kalista
lecMID,Astralis,MagiFelix,Karma,Gwen,Viego,Sett,Renekton
lecMID,Astralis,MagiFelix,Gwen,Akali,Karma,Nautilus,Zoe
lecMID,Astralis,MagiFelix,Kalista,Thresh,Renekton,Kai'Sa,Ezreal
lecMID,Astralis,MagiFelix,Kalista,Varus,Thresh,Viego,Lee Sin
lecMID,Astralis,MagiFelix,Varus,Viego,Lee Sin,Braum,Gwen
lecMID,Astralis,MagiFelix,Nocturne,Varus,Xin Zhao,Lulu,Rakan
lecMID,Astralis,MagiFelix,LeBlanc,Lucian,Nocturne,Braum,Leona
lecMID,Astralis,MagiFelix,Gwen,LeBlanc,Twisted Fate,Varus,Aphelios
lecMID,Astralis,MagiFelix,Kalista,Thresh,LeBlanc,Ryze,Orianna
lecMID,Astralis,MagiFelix,Draven,Kalista,Varus,Ryze,Orianna
lecMID,Astralis,MagiFelix,Kalista,LeBlanc,Lucian,Camille,Wukong
lecMID,Astralis,MagiFelix,Irelia,Varus,Xin Zhao,Leona,Volibear
lecMID,Astralis,MagiFelix,Ziggs,Syndra,Xin Zhao,Gragas,Diana
lecMID,Astralis,MagiFelix,LeBlanc,Diana,Syndra,Camille,Jayce
lecMID,Astralis,MagiFelix,Irelia,Lulu,Xin Zhao,Ezreal,Tristana
lecSUP,Astralis,promisq,Thresh,Xin Zhao,Lulu,Sett,Viego
lecSUP,Astralis,promisq,Lulu,Ezreal,Gwen,Sett,Lucian
lecSUP,Astralis,promisq,Lucian,Varus,Kai'Sa,Tristana,Kalista
lecSUP,Astralis,promisq,Karma,Gwen,Viego,Sett,Renekton
lecSUP,Astralis,promisq,Gwen,Akali,Karma,Nautilus,Zoe
lecSUP,Astralis,promisq,Kalista,Thresh,Renekton,Kai'Sa,Ezreal
lecSUP,Astralis,promisq,Kalista,Varus,Thresh,Viego,Lee Sin
lecSUP,Astralis,promisq,Varus,Viego,Lee Sin,Braum,Gwen
lecSUP,Astralis,promisq,Nocturne,Varus,Xin Zhao,Lulu,Rakan
lecSUP,Astralis,promisq,LeBlanc,Lucian,Nocturne,Braum,Leona
lecSUP,Astralis,promisq,Gwen,LeBlanc,Twisted Fate,Varus,Aphelios
lecSUP,Astralis,promisq,Kalista,Thresh,LeBlanc,Ryze,Orianna
lecSUP,Astralis,promisq,Draven,Kalista,Varus,Ryze,Orianna
lecSUP,Astralis,promisq,Kalista,LeBlanc,Lucian,Camille,Wukong
lecSUP,Astralis,promisq,Irelia,Varus,Xin Zhao,Leona,Volibear
lecSUP,Astralis,promisq,Ziggs,Syndra,Xin Zhao,Gragas,Diana
lecSUP,Astralis,promisq,LeBlanc,Diana,Syndra,Camille,Jayce
lecSUP,Astralis,promisq,Irelia,Lulu,Xin Zhao,Ezreal,Tristana
lecTOP,Astralis,WhiteKnight,Thresh,Xin Zhao,Lulu,Sett,Viego
lecTOP,Astralis,WhiteKnight,Lulu,Ezreal,Gwen,Sett,Lucian
lecTOP,Astralis,WhiteKnight,Lucian,Varus,Kai'Sa,Tristana,Kalista
lecTOP,Astralis,WhiteKnight,Karma,Gwen,Viego,Sett,Renekton
lecTOP,Astralis,WhiteKnight,Gwen,Akali,Karma,Nautilus,Zoe
lecTOP,Astralis,WhiteKnight,Kalista,Thresh,Renekton,Kai'Sa,Ezreal
lecTOP,Astralis,WhiteKnight,Kalista,Varus,Thresh,Viego,Lee Sin
lecTOP,Astralis,WhiteKnight,Varus,Viego,Lee Sin,Braum,Gwen
lecTOP,Astralis,WhiteKnight,Nocturne,Varus,Xin Zhao,Lulu,Rakan
lecTOP,Astralis,WhiteKnight,LeBlanc,Lucian,Nocturne,Braum,Leona
lecTOP,Astralis,WhiteKnight,Gwen,LeBlanc,Twisted Fate,Varus,Aphelios
lecTOP,Astralis,WhiteKnight,Kalista,Thresh,LeBlanc,Ryze,Orianna
lecTOP,Astralis,WhiteKnight,Draven,Kalista,Varus,Ryze,Orianna
lecTOP,Astralis,WhiteKnight,Kalista,LeBlanc,Lucian,Camille,Wukong
lecTOP,Astralis,WhiteKnight,Irelia,Varus,Xin Zhao,Leona,Volibear
lecTOP,Astralis,WhiteKnight,Ziggs,Syndra,Xin Zhao,Gragas,Diana
lecTOP,Astralis,WhiteKnight,LeBlanc,Diana,Syndra,Camille,Jayce
lecTOP,Astralis,WhiteKnight,Irelia,Lulu,Xin Zhao,Ezreal,Tristana
lecJG,Astralis,Zanzarah,Thresh,Xin Zhao,Lulu,Sett,Viego
lecJG,Astralis,Zanzarah,Lulu,Ezreal,Gwen,Sett,Lucian
lecJG,Astralis,Zanzarah,Lucian,Varus,Kai'Sa,Tristana,Kalista
lecJG,Astralis,Zanzarah,Karma,Gwen,Viego,Sett,Renekton
lecJG,Astralis,Zanzarah,Gwen,Akali,Karma,Nautilus,Zoe
lecJG,Astralis,Zanzarah,Kalista,Thresh,Renekton,Kai'Sa,Ezreal
lecJG,Astralis,Zanzarah,Kalista,Varus,Thresh,Viego,Lee Sin
lecJG,Astralis,Zanzarah,Varus,Viego,Lee Sin,Braum,Gwen
lecJG,Astralis,Zanzarah,Nocturne,Varus,Xin Zhao,Lulu,Rakan
lecJG,Astralis,Zanzarah,LeBlanc,Lucian,Nocturne,Braum,Leona
lecJG,Astralis,Zanzarah,Gwen,LeBlanc,Twisted Fate,Varus,Aphelios
lecJG,Astralis,Zanzarah,Kalista,Thresh,LeBlanc,Ryze,Orianna
lecJG,Astralis,Zanzarah,Draven,Kalista,Varus,Ryze,Orianna
lecJG,Astralis,Zanzarah,Kalista,LeBlanc,Lucian,Camille,Wukong
lecJG,Astralis,Zanzarah,Irelia,Varus,Xin Zhao,Leona,Volibear
lecJG,Astralis,Zanzarah,Ziggs,Syndra,Xin Zhao,Gragas,Diana
lecJG,Astralis,Zanzarah,LeBlanc,Diana,Syndra,Camille,Jayce
lecJG,Astralis,Zanzarah,Irelia,Lulu,Xin Zhao,Ezreal,Tristana
lcsJG,Cloud9,Blaber,Senna,Lucian,Gwen,Orianna,Karma
lcsJG,Cloud9,Blaber,Rumble,Tahm Kench,Thresh,Zoe,Sylas
lcsJG,Cloud9,Blaber,Varus,Thresh,Gangplank,Rumble,Orianna
lcsJG,Cloud9,Blaber,Gwen,Varus,Nocturne,Akali,Wukong
lcsJG,Cloud9,Blaber,Lucian,Varus,Renekton,Syndra,Gangplank
lcsJG,Cloud9,Blaber,Kalista,Varus,Lulu,Samira,Kai'Sa
lcsJG,Cloud9,Blaber,Rumble,Ezreal,Lee Sin,Gragas,LeBlanc
lcsJG,Cloud9,Blaber,Thresh,Rumble,Varus,Ziggs,Volibear
lcsJG,Cloud9,Blaber,Rumble,Nocturne,Senna,Braum,Orianna
lcsJG,Cloud9,Blaber,Karma,Lee Sin,Nocturne,Leona,Taric
lcsJG,Cloud9,Blaber,Sett,Senna,Rumble,Gragas,Syndra
lcsJG,Cloud9,Blaber,Kalista,Renekton,Sett,Viego,Leona
lcsJG,Cloud9,Blaber,Renekton,Viego,Sett,Varus,Tristana
lcsJG,Cloud9,Blaber,Thresh,Xin Zhao,Akali,Gangplank,Kennen
lcsJG,Cloud9,Blaber,Dr. Mundo,Nocturne,Lee Sin,Jayce,Rumble
lcsJG,Cloud9,Blaber,Renekton,Thresh,Lee Sin,Lulu,Xayah
lcsJG,Cloud9,Blaber,Thresh,Nocturne,Akali,Kalista,Ezreal
lcsJG,Cloud9,Blaber,Thresh,Nocturne,Akali,Malphite,Lee Sin
lcsJG,Cloud9,Blaber,Thresh,Renekton,Draven,Tahm Kench,Volibear
lcsJG,Cloud9,Blaber,Lee Sin,Renekton,Gwen,Tahm Kench,Thresh
lcsJG,Cloud9,Blaber,Tahm Kench,Kalista,Viego,Jayce,Nautilus
lcsJG,Cloud9,Blaber,Thresh,Diana,Olaf,Sett,Taric
lcsJG,Cloud9,Blaber,Thresh,Diana,Lucian,Nautilus,Lissandra
lcsJG,Cloud9,Blaber,Thresh,Lucian,Lulu,Taric,Braum
lcsJG,Cloud9,Blaber,Renekton,Xin Zhao,Lucian,Ryze,LeBlanc
lcsJG,Cloud9,Blaber,Renekton,Thresh,Diana,Volibear,Sejuani
lcsJG,Cloud9,Blaber,Thresh,Varus,Olaf,Gangplank,Malphite
lcsTOP,Cloud9,Fudge,Senna,Lucian,Gwen,Orianna,Karma
lcsTOP,Cloud9,Fudge,Rumble,Tahm Kench,Thresh,Zoe,Sylas
lcsTOP,Cloud9,Fudge,Varus,Thresh,Gangplank,Rumble,Orianna
lcsTOP,Cloud9,Fudge,Gwen,Varus,Nocturne,Akali,Wukong
lcsTOP,Cloud9,Fudge,Lucian,Varus,Renekton,Syndra,Gangplank
lcsTOP,Cloud9,Fudge,Kalista,Varus,Lulu,Samira,Kai'Sa
lcsTOP,Cloud9,Fudge,Rumble,Ezreal,Lee Sin,Gragas,LeBlanc
lcsTOP,Cloud9,Fudge,Thresh,Rumble,Varus,Ziggs,Volibear
lcsTOP,Cloud9,Fudge,Rumble,Nocturne,Senna,Braum,Orianna
lcsTOP,Cloud9,Fudge,Karma,Lee Sin,Nocturne,Leona,Taric
lcsTOP,Cloud9,Fudge,Sett,Senna,Rumble,Gragas,Syndra
lcsTOP,Cloud9,Fudge,Kalista,Renekton,Sett,Viego,Leona
lcsTOP,Cloud9,Fudge,Renekton,Viego,Sett,Varus,Tristana
lcsTOP,Cloud9,Fudge,Thresh,Xin Zhao,Akali,Gangplank,Kennen
lcsTOP,Cloud9,Fudge,Dr. Mundo,Nocturne,Lee Sin,Jayce,Rumble
lcsTOP,Cloud9,Fudge,Renekton,Thresh,Lee Sin,Lulu,Xayah
lcsTOP,Cloud9,Fudge,Thresh,Nocturne,Akali,Kalista,Ezreal
lcsTOP,Cloud9,Fudge,Thresh,Nocturne,Akali,Malphite,Lee Sin
lcsTOP,Cloud9,Fudge,Thresh,Renekton,Draven,Tahm Kench,Volibear
lcsTOP,Cloud9,Fudge,Lee Sin,Renekton,Gwen,Tahm Kench,Thresh
lcsTOP,Cloud9,Fudge,Tahm Kench,Kalista,Viego,Jayce,Nautilus
lcsTOP,Cloud9,Fudge,Thresh,Diana,Olaf,Sett,Taric
lcsTOP,Cloud9,Fudge,Thresh,Diana,Lucian,Nautilus,Lissandra
lcsTOP,Cloud9,Fudge,Thresh,Lucian,Lulu,Taric,Braum
lcsTOP,Cloud9,Fudge,Renekton,Xin Zhao,Lucian,Ryze,LeBlanc
lcsTOP,Cloud9,Fudge,Renekton,Thresh,Diana,Volibear,Sejuani
lcsTOP,Cloud9,Fudge,Thresh,Varus,Olaf,Gangplank,Malphite
lcsADC,Cloud9,k1ng,Senna,Lucian,Gwen,Orianna,Karma
lcsADC,Cloud9,k1ng,Rumble,Tahm Kench,Thresh,Zoe,Sylas
lcsADC,Cloud9,k1ng,Varus,Thresh,Gangplank,Rumble,Orianna
lcsADC,Cloud9,k1ng,Gwen,Varus,Nocturne,Akali,Wukong
lcsADC,Cloud9,k1ng,Lucian,Varus,Renekton,Syndra,Gangplank
lcsADC,Cloud9,k1ng,Kalista,Varus,Lulu,Samira,Kai'Sa
lcsADC,Cloud9,k1ng,Rumble,Ezreal,Lee Sin,Gragas,LeBlanc
lcsADC,Cloud9,k1ng,Thresh,Rumble,Varus,Ziggs,Volibear
lcsADC,Cloud9,k1ng,Rumble,Nocturne,Senna,Braum,Orianna
lcsMID,Cloud9,Perkz,Senna,Lucian,Gwen,Orianna,Karma
lcsMID,Cloud9,Perkz,Rumble,Tahm Kench,Thresh,Zoe,Sylas
lcsMID,Cloud9,Perkz,Varus,Thresh,Gangplank,Rumble,Orianna
lcsMID,Cloud9,Perkz,Gwen,Varus,Nocturne,Akali,Wukong
lcsMID,Cloud9,Perkz,Lucian,Varus,Renekton,Syndra,Gangplank
lcsMID,Cloud9,Perkz,Kalista,Varus,Lulu,Samira,Kai'Sa
lcsMID,Cloud9,Perkz,Rumble,Ezreal,Lee Sin,Gragas,LeBlanc
lcsMID,Cloud9,Perkz,Thresh,Rumble,Varus,Ziggs,Volibear
lcsMID,Cloud9,Perkz,Rumble,Nocturne,Senna,Braum,Orianna
lcsMID,Cloud9,Perkz,Karma,Lee Sin,Nocturne,Leona,Taric
lcsMID,Cloud9,Perkz,Sett,Senna,Rumble,Gragas,Syndra
lcsMID,Cloud9,Perkz,Kalista,Renekton,Sett,Viego,Leona
lcsMID,Cloud9,Perkz,Renekton,Viego,Sett,Varus,Tristana
lcsMID,Cloud9,Perkz,Thresh,Xin Zhao,Akali,Gangplank,Kennen
lcsMID,Cloud9,Perkz,Dr. Mundo,Nocturne,Lee Sin,Jayce,Rumble
lcsMID,Cloud9,Perkz,Renekton,Thresh,Lee Sin,Lulu,Xayah
lcsMID,Cloud9,Perkz,Thresh,Nocturne,Akali,Kalista,Ezreal
lcsMID,Cloud9,Perkz,Thresh,Nocturne,Akali,Malphite,Lee Sin
lcsMID,Cloud9,Perkz,Thresh,Renekton,Draven,Tahm Kench,Volibear
lcsMID,Cloud9,Perkz,Lee Sin,Renekton,Gwen,Tahm Kench,Thresh
lcsMID,Cloud9,Perkz,Tahm Kench,Kalista,Viego,Jayce,Nautilus
lcsMID,Cloud9,Perkz,Thresh,Diana,Olaf,Sett,Taric
lcsMID,Cloud9,Perkz,Thresh,Diana,Lucian,Nautilus,Lissandra
lcsMID,Cloud9,Perkz,Thresh,Lucian,Lulu,Taric,Braum
lcsMID,Cloud9,Perkz,Renekton,Xin Zhao,Lucian,Ryze,LeBlanc
lcsMID,Cloud9,Perkz,Renekton,Thresh,Diana,Volibear,Sejuani
lcsMID,Cloud9,Perkz,Thresh,Varus,Olaf,Gangplank,Malphite
lcsSUP,Cloud9,Vulcan,Senna,Lucian,Gwen,Orianna,Karma
lcsSUP,Cloud9,Vulcan,Rumble,Tahm Kench,Thresh,Zoe,Sylas
lcsSUP,Cloud9,Vulcan,Varus,Thresh,Gangplank,Rumble,Orianna
lcsSUP,Cloud9,Vulcan,Gwen,Varus,Nocturne,Akali,Wukong
lcsSUP,Cloud9,Vulcan,Lucian,Varus,Renekton,Syndra,Gangplank
lcsSUP,Cloud9,Vulcan,Kalista,Varus,Lulu,Samira,Kai'Sa
lcsSUP,Cloud9,Vulcan,Rumble,Ezreal,Lee Sin,Gragas,LeBlanc
lcsSUP,Cloud9,Vulcan,Thresh,Rumble,Varus,Ziggs,Volibear
lcsSUP,Cloud9,Vulcan,Rumble,Nocturne,Senna,Braum,Orianna
lcsSUP,Cloud9,Vulcan,Karma,Lee Sin,Nocturne,Leona,Taric
lcsSUP,Cloud9,Vulcan,Sett,Senna,Rumble,Gragas,Syndra
lcsSUP,Cloud9,Vulcan,Kalista,Renekton,Sett,Viego,Leona
lcsSUP,Cloud9,Vulcan,Renekton,Viego,Sett,Varus,Tristana
lcsSUP,Cloud9,Vulcan,Thresh,Xin Zhao,Akali,Gangplank,Kennen
lcsSUP,Cloud9,Vulcan,Dr. Mundo,Nocturne,Lee Sin,Jayce,Rumble
lcsSUP,Cloud9,Vulcan,Renekton,Thresh,Lee Sin,Lulu,Xayah
lcsSUP,Cloud9,Vulcan,Thresh,Nocturne,Akali,Kalista,Ezreal
lcsSUP,Cloud9,Vulcan,Thresh,Nocturne,Akali,Malphite,Lee Sin
lcsSUP,Cloud9,Vulcan,Thresh,Renekton,Draven,Tahm Kench,Volibear
lcsSUP,Cloud9,Vulcan,Lee Sin,Renekton,Gwen,Tahm Kench,Thresh
lcsSUP,Cloud9,Vulcan,Tahm Kench,Kalista,Viego,Jayce,Nautilus
lcsSUP,Cloud9,Vulcan,Thresh,Diana,Olaf,Sett,Taric
lcsSUP,Cloud9,Vulcan,Thresh,Diana,Lucian,Nautilus,Lissandra
lcsSUP,Cloud9,Vulcan,Thresh,Lucian,Lulu,Taric,Braum
lcsSUP,Cloud9,Vulcan,Renekton,Xin Zhao,Lucian,Ryze,LeBlanc
lcsSUP,Cloud9,Vulcan,Renekton,Thresh,Diana,Volibear,Sejuani
lcsSUP,Cloud9,Vulcan,Thresh,Varus,Olaf,Gangplank,Malphite
lcsADC,Cloud9,Zven,Karma,Lee Sin,Nocturne,Leona,Taric
lcsADC,Cloud9,Zven,Sett,Senna,Rumble,Gragas,Syndra
lcsADC,Cloud9,Zven,Kalista,Renekton,Sett,Viego,Leona
lcsADC,Cloud9,Zven,Renekton,Viego,Sett,Varus,Tristana
lcsADC,Cloud9,Zven,Thresh,Xin Zhao,Akali,Gangplank,Kennen
lcsADC,Cloud9,Zven,Dr. Mundo,Nocturne,Lee Sin,Jayce,Rumble
lcsADC,Cloud9,Zven,Renekton,Thresh,Lee Sin,Lulu,Xayah
lcsADC,Cloud9,Zven,Thresh,Nocturne,Akali,Kalista,Ezreal
lcsADC,Cloud9,Zven,Thresh,Nocturne,Akali,Malphite,Lee Sin
lcsADC,Cloud9,Zven,Thresh,Renekton,Draven,Tahm Kench,Volibear
lcsADC,Cloud9,Zven,Lee Sin,Renekton,Gwen,Tahm Kench,Thresh
lcsADC,Cloud9,Zven,Tahm Kench,Kalista,Viego,Jayce,Nautilus
lcsADC,Cloud9,Zven,Thresh,Diana,Olaf,Sett,Taric
lcsADC,Cloud9,Zven,Thresh,Diana,Lucian,Nautilus,Lissandra
lcsADC,Cloud9,Zven,Thresh,Lucian,Lulu,Taric,Braum
lcsADC,Cloud9,Zven,Renekton,Xin Zhao,Lucian,Ryze,LeBlanc
lcsADC,Cloud9,Zven,Renekton,Thresh,Diana,Volibear,Sejuani
lcsADC,Cloud9,Zven,Thresh,Varus,Olaf,Gangplank,Malphite
lcsJG,Counter Logic Gaming,Broxah,Senna,Udyr,Thresh,Karma,Braum
lcsJG,Counter Logic Gaming,Broxah,Lulu,Senna,Kennen,Thresh,Tahm Kench
lcsJG,Counter Logic Gaming,Broxah,Rumble,Gwen,Senna,Sett,Jayce
lcsJG,Counter Logic Gaming,Broxah,Rumble,Udyr,Nocturne,Nidalee,Taliyah
lcsJG,Counter Logic Gaming,Broxah,Rumble,Udyr,Senna,Thresh,Jinx
lcsJG,Counter Logic Gaming,Broxah,Nocturne,Udyr,Rumble,Lulu,Sylas
lcsJG,Counter Logic Gaming,Broxah,Karma,Lulu,Akali,Thresh,Renekton
lcsJG,Counter Logic Gaming,Broxah,Thresh,Nocturne,Senna,Ezreal,Varus
lcsJG,Counter Logic Gaming,Broxah,Rumble,Lulu,Viego,Braum,Leona
lcsJG,Counter Logic Gaming,Broxah,Rumble,Nocturne,Viego,Thresh,Nautilus
lcsJG,Counter Logic Gaming,Broxah,Lulu,Gwen,Karma,Sylas,Thresh
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Gwen,Varus,Tahm Kench,Rell
lcsJG,Counter Logic Gaming,Broxah,Viego,Diana,Nocturne,Thresh,Rakan
lcsJG,Counter Logic Gaming,Broxah,Viego,Thresh,Nocturne,LeBlanc,Akali
lcsJG,Counter Logic Gaming,Broxah,Karma,Viego,Akali,Lucian,Gnar
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Nocturne,Thresh,Senna,Nautilus
lcsJG,Counter Logic Gaming,Broxah,Thresh,Xin Zhao,Nocturne,Braum,Nautilus
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Nocturne,Thresh,Kai'Sa,Samira
lcsJG,Counter Logic Gaming,Broxah,LeBlanc,Tahm Kench,Xin Zhao,Gangplank,Braum
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Jayce,Irelia,Aphelios,Ryze
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Ziggs,Thresh,Draven,LeBlanc
lcsJG,Counter Logic Gaming,Broxah,Tahm Kench,Xin Zhao,Volibear,Alistar,Nautilus
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Olaf,Thresh,Orianna,Azir
lcsJG,Counter Logic Gaming,Broxah,Xin Zhao,Diana,Viego,Rakan,LeBlanc
lcsJG,Counter Logic Gaming,Broxah,Syndra,Irelia,Xin Zhao,Yasuo,Lucian
lcsJG,Counter Logic Gaming,Broxah,Renekton,Syndra,Viego,Jayce,Leona
lcsJG,Counter Logic Gaming,Broxah,Thresh,Tahm Kench,Xin Zhao,Gnar,Braum
lcsMID,Counter Logic Gaming,Damonte,LeBlanc,Tahm Kench,Xin Zhao,Gangplank,Braum
lcsMID,Counter Logic Gaming,Damonte,Xin Zhao,Jayce,Irelia,Aphelios,Ryze
lcsMID,Counter Logic Gaming,Damonte,Xin Zhao,Ziggs,Thresh,Draven,LeBlanc
lcsMID,Counter Logic Gaming,Damonte,Tahm Kench,Xin Zhao,Volibear,Alistar,Nautilus
lcsMID,Counter Logic Gaming,Damonte,Xin Zhao,Olaf,Thresh,Orianna,Azir
lcsMID,Counter Logic Gaming,Damonte,Xin Zhao,Diana,Viego,Rakan,LeBlanc
